,provinsi,kab_kota,kecamatan,url
1398,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Purwantoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031219
1399,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Giriwoyo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031204
1400,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Manyaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031212
1401,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Sidoharjo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031216
1402,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Selogiri,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031213
1403,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Jatiroto,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031217
1404,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Girimarto,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031224
1405,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Jatipurno,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031223
1406,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Wuryantoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031211
1407,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Kismantoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031218
1408,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Bulukerto,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031220
1409,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Karangtengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031206
1410,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Nguntoronadi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031208
1411,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Paranggupito,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031202
1412,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Giritontro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031203
1413,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Batuwarno,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031205
1414,Prov. Jawa Tengah,Kab. Wonogiri,Kec. Puhpelem,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031225
1415,Prov. Jawa Tengah,Kab. Pemalang,Kec. Pemalang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032708
1416,Prov. Jawa Tengah,Kab. Pemalang,Kec. Taman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032709
1417,Prov. Jawa Tengah,Kab. Pemalang,Kec. Petarukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032710
1418,Prov. Jawa Tengah,Kab. Pemalang,Kec. Randudongkal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032707
1419,Prov. Jawa Tengah,Kab. Pemalang,Kec. Comal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032712
1420,Prov. Jawa Tengah,Kab. Pemalang,Kec. Belik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032703
1421,Prov. Jawa Tengah,Kab. Pemalang,Kec. Ulujami,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032713
1422,Prov. Jawa Tengah,Kab. Pemalang,Kec. Bantarbolang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032706
1423,Prov. Jawa Tengah,Kab. Pemalang,Kec. Watukumpul,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032704
1424,Prov. Jawa Tengah,Kab. Pemalang,Kec. Ampelgading,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032711
1425,Prov. Jawa Tengah,Kab. Pemalang,Kec. Moga,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032701
1426,Prov. Jawa Tengah,Kab. Pemalang,Kec. Bodeh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032705
1427,Prov. Jawa Tengah,Kab. Pemalang,Kec. Pulosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032702
1428,Prov. Jawa Tengah,Kab. Pemalang,Kec. Warungpring,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032714
1429,Prov. Jawa Tengah,Kab. Tegal,Kec. Adiwerna,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032812
1430,Prov. Jawa Tengah,Kab. Tegal,Kec. Pangkah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032809
1431,Prov. Jawa Tengah,Kab. Tegal,Kec. Slawi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032810
1432,Prov. Jawa Tengah,Kab. Tegal,Kec. Margasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032801
1433,Prov. Jawa Tengah,Kab. Tegal,Kec. Bumijawa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032802
1434,Prov. Jawa Tengah,Kab. Tegal,Kec. Balapulang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032804
1435,Prov. Jawa Tengah,Kab. Tegal,Kec. Kramat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032816
1436,Prov. Jawa Tengah,Kab. Tegal,Kec. Lebaksiu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032806
1437,Prov. Jawa Tengah,Kab. Tegal,Kec. Talang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032814
1438,Prov. Jawa Tengah,Kab. Tegal,Kec. Tarub,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032815
1439,Prov. Jawa Tengah,Kab. Tegal,Kec. Jatinegara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032807
1440,Prov. Jawa Tengah,Kab. Tegal,Kec. Dukuhturi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032813
1441,Prov. Jawa Tengah,Kab. Tegal,Kec. Bojong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032803
1442,Prov. Jawa Tengah,Kab. Tegal,Kec. Suradadi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032817
1443,Prov. Jawa Tengah,Kab. Tegal,Kec. Dukuhwaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032811
1444,Prov. Jawa Tengah,Kab. Tegal,Kec. Pagerbarang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032805
1445,Prov. Jawa Tengah,Kab. Tegal,Kec. Warureja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032818
1446,Prov. Jawa Tengah,Kab. Tegal,Kec. Kedungbanteng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032808
1447,Prov. Jawa Tengah,Kota Semarang,Kec. Semarang Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036314
1448,Prov. Jawa Tengah,Kota Semarang,Kec. Semarang Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036312
1449,Prov. Jawa Tengah,Kota Semarang,Kec. Pedurungan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036308
1450,Prov. Jawa Tengah,Kota Semarang,Kec. Banyumanik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036303
1451,Prov. Jawa Tengah,Kota Semarang,Kec. Gunung Pati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036302
1452,Prov. Jawa Tengah,Kota Semarang,Kec. Tembalang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036307
1453,Prov. Jawa Tengah,Kota Semarang,Kec. Semarang Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036305
1454,Prov. Jawa Tengah,Kota Semarang,Kec. Semarang Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036311
1455,Prov. Jawa Tengah,Kota Semarang,Kec. Mijen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036301
1456,Prov. Jawa Tengah,Kota Semarang,Kec. Ngaliyan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036316
1457,Prov. Jawa Tengah,Kota Semarang,Kec. Semarang Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036313
1458,Prov. Jawa Tengah,Kota Semarang,Kec. Candisari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036306
1459,Prov. Jawa Tengah,Kota Semarang,Kec. Genuk,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036309
1460,Prov. Jawa Tengah,Kota Semarang,Kec. Gajah Mungkur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036304
1461,Prov. Jawa Tengah,Kota Semarang,Kec. Gayamsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036310
1462,Prov. Jawa Tengah,Kota Semarang,Kec. Tugu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/036315
1463,Prov. Jawa Tengah,Kab. Pati,Kec. Pati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031810
1464,Prov. Jawa Tengah,Kab. Pati,Kec. Juwana,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031808
1465,Prov. Jawa Tengah,Kab. Pati,Kec. Kayen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031802
1466,Prov. Jawa Tengah,Kab. Pati,Kec. Sukolilo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031801
1467,Prov. Jawa Tengah,Kab. Pati,Kec. Tayu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031820
1468,Prov. Jawa Tengah,Kab. Pati,Kec. Winong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031804
1469,Prov. Jawa Tengah,Kab. Pati,Kec. Margoyoso,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031817
1470,Prov. Jawa Tengah,Kab. Pati,Kec. Gabus,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031811
1471,Prov. Jawa Tengah,Kab. Pati,Kec. Margorejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031812
1472,Prov. Jawa Tengah,Kab. Pati,Kec. Tambakromo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031803
1473,Prov. Jawa Tengah,Kab. Pati,Kec. Dukuhseti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031821
1474,Prov. Jawa Tengah,Kab. Pati,Kec. Tlogowungu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031814
1475,Prov. Jawa Tengah,Kab. Pati,Kec. Pucakwangi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031805
1476,Prov. Jawa Tengah,Kab. Pati,Kec. Jakenan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031809
1477,Prov. Jawa Tengah,Kab. Pati,Kec. Trangkil,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031816
1478,Prov. Jawa Tengah,Kab. Pati,Kec. Wedarijaksa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031815
1479,Prov. Jawa Tengah,Kab. Pati,Kec. Cluwak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031819
1480,Prov. Jawa Tengah,Kab. Pati,Kec. Jaken,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031806
1481,Prov. Jawa Tengah,Kab. Pati,Kec. Gembong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031813
1482,Prov. Jawa Tengah,Kab. Pati,Kec. Batangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031807
1483,Prov. Jawa Tengah,Kab. Pati,Kec. Gunung Wungkal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031818
1484,Prov. Jawa Tengah,Kab. Magelang,Kec. Muntilan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030807
1485,Prov. Jawa Tengah,Kab. Magelang,Kec. Mertoyudan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030811
1486,Prov. Jawa Tengah,Kab. Magelang,Kec. Salaman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030801
1487,Prov. Jawa Tengah,Kab. Magelang,Kec. Grabag,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030820
1488,Prov. Jawa Tengah,Kab. Magelang,Kec. Borobudur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030802
1489,Prov. Jawa Tengah,Kab. Magelang,Kec. Sawangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030809
1490,Prov. Jawa Tengah,Kab. Magelang,Kec. Secang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030817
1491,Prov. Jawa Tengah,Kab. Magelang,Kec. Bandongan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030815
1492,Prov. Jawa Tengah,Kab. Magelang,Kec. Mungkid,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030808
1493,Prov. Jawa Tengah,Kab. Magelang,Kec. Pakis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030819
1494,Prov. Jawa Tengah,Kab. Magelang,Kec. Srumbung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030805
1495,Prov. Jawa Tengah,Kab. Magelang,Kec. Tempuran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030812
1496,Prov. Jawa Tengah,Kab. Magelang,Kec. Tegalrejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030818
1497,Prov. Jawa Tengah,Kab. Magelang,Kec. Salam,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030804
1498,Prov. Jawa Tengah,Kab. Magelang,Kec. Dukun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030806
1499,Prov. Jawa Tengah,Kab. Magelang,Kec. Kajoran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030813
1500,Prov. Jawa Tengah,Kab. Magelang,Kec. Candimulyo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030810
1501,Prov. Jawa Tengah,Kab. Magelang,Kec. Kaliangkrik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030814
1502,Prov. Jawa Tengah,Kab. Magelang,Kec. Ngablak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030821
1503,Prov. Jawa Tengah,Kab. Magelang,Kec. Windusari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030816
1504,Prov. Jawa Tengah,Kab. Magelang,Kec. Ngluwar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030803
1505,Prov. Jawa Tengah,Kab. Blora,Kec. Kota Blora,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031610
1506,Prov. Jawa Tengah,Kab. Blora,Kec. Randublatung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031602
1507,Prov. Jawa Tengah,Kab. Blora,Kec. Cepu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031605
1508,Prov. Jawa Tengah,Kab. Blora,Kec. Jepon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031609
1509,Prov. Jawa Tengah,Kab. Blora,Kec. Todanan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031616
1510,Prov. Jawa Tengah,Kab. Blora,Kec. Ngawen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031614
1511,Prov. Jawa Tengah,Kab. Blora,Kec. Kunduran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031615
1512,Prov. Jawa Tengah,Kab. Blora,Kec. Tunjungan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031612
1513,Prov. Jawa Tengah,Kab. Blora,Kec. Kedungtuban,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031604
1514,Prov. Jawa Tengah,Kab. Blora,Kec. Jati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031601
1515,Prov. Jawa Tengah,Kab. Blora,Kec. Banjarejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031611
1516,Prov. Jawa Tengah,Kab. Blora,Kec. Jiken,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031607
1517,Prov. Jawa Tengah,Kab. Blora,Kec. Kradenan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031603
1518,Prov. Jawa Tengah,Kab. Blora,Kec. Japah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031613
1519,Prov. Jawa Tengah,Kab. Blora,Kec. Bogorejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031608
1520,Prov. Jawa Tengah,Kab. Blora,Kec. Sambong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031606
1521,Prov. Jawa Tengah,Kab. Boyolali,Kec. Boyolali,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030905
1522,Prov. Jawa Tengah,Kab. Boyolali,Kec. Andong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030916
1523,Prov. Jawa Tengah,Kab. Boyolali,Kec. Simo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030913
1524,Prov. Jawa Tengah,Kab. Boyolali,Kec. Sambi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030910
1525,Prov. Jawa Tengah,Kab. Boyolali,Kec. Cepogo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030903
1526,Prov. Jawa Tengah,Kab. Boyolali,Kec. Mojosongo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030906
1527,Prov. Jawa Tengah,Kab. Boyolali,Kec. Ngemplak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030911
1528,Prov. Jawa Tengah,Kab. Boyolali,Kec. Nogosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030912
1529,Prov. Jawa Tengah,Kab. Boyolali,Kec. Banyudono,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030909
1530,Prov. Jawa Tengah,Kab. Boyolali,Kec. Ampel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030902
1531,Prov. Jawa Tengah,Kab. Boyolali,Kec. Karanggede,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030914
1532,Prov. Jawa Tengah,Kab. Boyolali,Kec. Teras,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030907
1533,Prov. Jawa Tengah,Kab. Boyolali,Kec. Klego,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030915
1534,Prov. Jawa Tengah,Kab. Boyolali,Kec. Juwangi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030919
1535,Prov. Jawa Tengah,Kab. Boyolali,Kec. Wonosegoro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030918
1536,Prov. Jawa Tengah,Kab. Boyolali,Kec. Kemusu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030917
1537,Prov. Jawa Tengah,Kab. Boyolali,Kec. Sawit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030908
1538,Prov. Jawa Tengah,Kab. Boyolali,Kec. Selo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030901
1539,Prov. Jawa Tengah,Kab. Boyolali,Kec. Musuk,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030904
1540,Prov. Jawa Tengah,Kab. Boyolali,Kec. Tamansari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030921
1541,Prov. Jawa Tengah,Kab. Boyolali,Kec. Gladagsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030920
1542,Prov. Jawa Tengah,Kab. Boyolali,Kec. Wonosamodro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030922
1543,Prov. Jawa Tengah,Kab. Kendal,Kec. Boja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032407
1544,Prov. Jawa Tengah,Kab. Kendal,Kec. Kota Kendal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032417
1545,Prov. Jawa Tengah,Kab. Kendal,Kec. Patebon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032416
1546,Prov. Jawa Tengah,Kab. Kendal,Kec. Sukorejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032402
1547,Prov. Jawa Tengah,Kab. Kendal,Kec. Weleri,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032412
1548,Prov. Jawa Tengah,Kab. Kendal,Kec. Singorojo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032405
1549,Prov. Jawa Tengah,Kab. Kendal,Kec. Patean,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032404
1550,Prov. Jawa Tengah,Kab. Kendal,Kec. Brangsong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032409
1551,Prov. Jawa Tengah,Kab. Kendal,Kec. Limbangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032406
1552,Prov. Jawa Tengah,Kab. Kendal,Kec. Rowosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032413
1553,Prov. Jawa Tengah,Kab. Kendal,Kec. Kangkung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032414
1554,Prov. Jawa Tengah,Kab. Kendal,Kec. Pageruyung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032403
1555,Prov. Jawa Tengah,Kab. Kendal,Kec. Kaliwungu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032408
1556,Prov. Jawa Tengah,Kab. Kendal,Kec. Cepiring,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032415
1557,Prov. Jawa Tengah,Kab. Kendal,Kec. Plantungan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032401
1558,Prov. Jawa Tengah,Kab. Kendal,Kec. Gemuh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032411
1559,Prov. Jawa Tengah,Kab. Kendal,Kec. Pegandon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032410
1560,Prov. Jawa Tengah,Kab. Kendal,Kec. Kaliwungu Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032420
1561,Prov. Jawa Tengah,Kab. Kendal,Kec. Ngampel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032418
1562,Prov. Jawa Tengah,Kab. Kendal,Kec. Ringinarum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032419
1563,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Mandiraja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030403
1564,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Purwanegara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030404
1565,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Banjarnegara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030406
1566,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Susukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030401
1567,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Punggelan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030412
1568,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Purwareja Klampok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030402
1569,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Bawang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030405
1570,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Kalibening,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030418
1571,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Rakit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030411
1572,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Pejawaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030415
1573,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Madukara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030408
1574,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Banjarmangu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030409
1575,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Pagentan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030414
1576,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Wanayasa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030417
1577,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Karangkobar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030413
1578,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Wanadadi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030410
1579,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Batur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030416
1580,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Sigaluh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030407
1581,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Pagedongan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030420
1582,Prov. Jawa Tengah,Kab. Banjarnegara,Kec. Pandanarum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/030419
1583,Prov. Jawa Tengah,Kab. Jepara,Kec. Jepara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032008
1584,Prov. Jawa Tengah,Kab. Jepara,Kec. Mayong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032004
1585,Prov. Jawa Tengah,Kab. Jepara,Kec. Bangsri,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032010
1586,Prov. Jawa Tengah,Kab. Jepara,Kec. Tahunan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032007
1587,Prov. Jawa Tengah,Kab. Jepara,Kec. Welahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032003
1588,Prov. Jawa Tengah,Kab. Jepara,Kec. Batealit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032006
1589,Prov. Jawa Tengah,Kab. Jepara,Kec. Nalumsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032005
1590,Prov. Jawa Tengah,Kab. Jepara,Kec. Kembang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032014
1591,Prov. Jawa Tengah,Kab. Jepara,Kec. Pecangaan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032002
1592,Prov. Jawa Tengah,Kab. Jepara,Kec. Kalinyamatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032013
1593,Prov. Jawa Tengah,Kab. Jepara,Kec. Keling,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032011
1594,Prov. Jawa Tengah,Kab. Jepara,Kec. Kedung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032001
1595,Prov. Jawa Tengah,Kab. Jepara,Kec. Mlonggo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032009
1596,Prov. Jawa Tengah,Kab. Jepara,Kec. Donorojo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032015
1597,Prov. Jawa Tengah,Kab. Jepara,Kec. Pakis Aji,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032016
1598,Prov. Jawa Tengah,Kab. Jepara,Kec. Karimunjawa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/032012
1599,Prov. Jawa Tengah,Kab. Sragen,Kec. Sragen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031410
1600,Prov. Jawa Tengah,Kab. Sragen,Kec. Karangmalang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031409
1601,Prov. Jawa Tengah,Kab. Sragen,Kec. Masaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031403
1602,Prov. Jawa Tengah,Kab. Sragen,Kec. Gemolong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031413
1603,Prov. Jawa Tengah,Kab. Sragen,Kec. Kedawung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/031404
